,NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value
694,101010,1690137,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,272,CPI,Scale,100
695,101010,1690137,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,272,CPI,Scale,100
696,101010,1690137,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
697,101010,1198787,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
698,101010,1198787,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
699,101010,1198787,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
700,101010,1348437,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100
701,101010,1348437,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
702,101010,1348437,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
703,101010,1388078,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75
704,101010,1388078,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
705,101010,1388078,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
706,101010,1429995,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75
707,101010,1429995,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
708,101010,1429995,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
709,101010,1820154,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
710,101010,1820154,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
711,101010,1820154,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
712,101010,1485260,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
713,101010,1485260,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
714,101010,1485260,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
715,101010,1875539,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,272,CPI,Scale,100
716,101010,1875539,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
717,101010,1875539,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
718,101010,1330939,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
719,101010,1330939,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
720,101010,1330939,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
721,101010,1236711,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
722,101010,1236711,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
723,101010,1236711,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
724,101010,1064382,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
725,101010,1064382,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
726,101010,1064382,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
727,101010,1831764,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
728,101010,1831764,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
729,101010,1831764,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
730,101010,1974699,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
731,101010,1974699,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
732,101010,1974699,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
733,101010,1748130,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
734,101010,1748130,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
735,101010,1748130,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
736,101010,1221313,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
737,101010,1221313,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
738,101010,1221313,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
739,101010,1234858,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
740,101010,1234858,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,278,CPI,Scale,100
741,101010,1234858,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
742,101010,1328058,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
743,101010,1328058,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
744,101010,1328058,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
745,101010,1156353,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
746,101010,1156353,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25
747,101010,1156353,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
748,101010,1857588,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
749,101010,1857588,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
750,101010,1857588,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
751,101010,1278438,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
752,101010,1278438,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
753,101010,1278438,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
754,101010,1954056,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
755,101010,1954056,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
756,101010,1954056,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
757,101010,1336173,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
758,101010,1336173,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
759,101010,1336173,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
760,101010,1641944,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25
761,101010,1641944,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
762,101010,1641944,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
763,101010,1718189,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
764,101010,1718189,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
765,101010,1718189,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
766,101010,1349853,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
767,101010,1349853,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
768,101010,1349853,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
769,101010,1396214,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
770,101010,1396214,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
771,101010,1396214,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75
772,101010,1726188,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
773,101010,1726188,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
774,101010,1726188,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
775,101010,1533578,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
776,101010,1533578,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
777,101010,1533578,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
778,101010,1906078,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
779,101010,1906078,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
780,101010,1906078,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
781,101010,1714182,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
782,101010,1714182,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
783,101010,1714182,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
784,101010,1832640,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
785,101010,1832640,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
786,101010,1832640,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
787,101010,1447920,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
788,101010,1447920,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
789,101010,1447920,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
790,101010,1375393,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100
791,101010,1375393,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
792,101010,1375393,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
793,101010,1628005,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50
794,101010,1628005,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
795,101010,1628005,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
796,101010,1010051,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100
797,101010,1010051,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100
798,101010,1265786,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
799,101010,1265786,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100
800,101010,1278710,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
801,101010,1278710,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
802,101010,1445081,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,, , ,, , ,, , 
803,101010,1445081,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,, , ,Scaled Score,Scale,262,, , 
804,101010,1363666,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
805,101010,1363666,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
806,101010,1462535,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
807,101010,1462535,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
808,101010,1665586,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
809,101010,1665586,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
810,101010,1040770,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
811,101010,1040770,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
812,101010,1445920,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,, , ,CPI,Scale,100
813,101010,1445920,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,, , ,CPI,Scale,100
814,101010,1571503,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,, , ,, , ,, , 
815,101010,1571503,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,, , ,Scaled Score,Scale,246,, , 
816,101010,1710722,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
817,101010,1710722,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
818,101010,1804108,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
819,101010,1804108,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
820,101010,1238435,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
821,101010,1238435,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100
822,101010,1881370,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
823,101010,1881370,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
824,101010,1656432,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
825,101010,1656432,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
826,101010,1004523,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
827,101010,1004523,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
828,101010,1718178,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
829,101010,1718178,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
830,101010,1022216,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
831,101010,1022216,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100
832,101010,1630834,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
833,101010,1630834,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
834,101010,1716767,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
835,101010,1716767,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
836,101010,1285088,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75
837,101010,1285088,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
838,101010,1524939,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
839,101010,1524939,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
840,101010,1073041,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
841,101010,1073041,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
842,101010,1909802,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
843,101010,1909802,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
844,101010,1339803,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
845,101010,1339803,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
846,101010,1843070,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
847,101010,1843070,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
848,101010,1484125,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75
849,101010,1484125,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
850,101010,1790147,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
851,101010,1790147,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
852,101010,1699706,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,280,CPI,Scale,100
853,101010,1699706,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100
854,101010,1140061,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
855,101010,1140061,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
856,101010,1837815,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
857,101010,1837815,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
858,101010,1542009,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,, , ,CPI,Scale,100
859,101010,1542009,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,, , ,CPI,Scale,100
860,101010,1156217,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
861,101010,1156217,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
862,101010,1357477,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100
863,101010,1357477,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
864,101010,1764983,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
865,101010,1764983,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
866,101010,1544451,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,, , ,CPI,Scale,100
867,101010,1544451,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,, , ,CPI,Scale,100
868,101010,1253579,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
869,101010,1253579,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
870,101010,1998076,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
871,101010,1998076,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
872,101010,1972947,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100
873,101010,1972947,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
874,101010,1246660,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
875,101010,1246660,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
876,101010,1145562,Missing,3,4/1/2013,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
877,101010,1145562,Missing,3,5/1/2013,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
