,NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value
2446,101010,1334493,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75
2447,101010,1619332,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
2448,101010,1619332,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
2449,101010,1664648,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2450,101010,1664648,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2451,101010,1664735,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
2452,101010,1664735,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2453,101010,1117410,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25
2454,101010,1117410,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25
2455,101010,1149484,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2456,101010,1149484,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
2457,101010,1034024,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,, , ,Scaled Score,Scale,246,, , 
2458,101010,1034024,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,, , ,Scaled Score,Scale,258,, , 
2459,101010,1885424,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2460,101010,1885424,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2461,101010,1572306,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2462,101010,1572306,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75
2463,101010,1683308,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
2464,101010,1683308,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
2465,101010,1172047,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
2466,101010,1172047,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2467,101010,1183305,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
2468,101010,1183305,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50
2469,101010,1916780,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100
2470,101010,1916780,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
2471,101010,1035383,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
2472,101010,1035383,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2473,101010,1565915,Missing,4,4/1/2013,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2474,101010,1565915,Missing,4,5/1/2013,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,274,CPI,Scale,100
2475,101010,1910917,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25
2476,101010,1910917,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2477,101010,1910917,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2478,101010,1668382,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2479,101010,1668382,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2480,101010,1668382,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2481,101010,1987809,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25
2482,101010,1987809,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25
2483,101010,1987809,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
2484,101010,1532961,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2485,101010,1532961,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25
2486,101010,1532961,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25
2487,101010,1496718,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2488,101010,1496718,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
2489,101010,1496718,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2490,101010,1137338,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2491,101010,1137338,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2492,101010,1137338,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2493,101010,1291497,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
2494,101010,1291497,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2495,101010,1291497,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
2496,101010,1101016,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75
2497,101010,1101016,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2498,101010,1101016,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2499,101010,1397038,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2500,101010,1397038,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2501,101010,1397038,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2502,101010,1697753,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2503,101010,1697753,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2504,101010,1697753,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
2505,101010,1110784,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2506,101010,1110784,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2507,101010,1110784,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2508,101010,1226764,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2509,101010,1226764,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50
2510,101010,1226764,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2511,101010,1014021,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2512,101010,1014021,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2513,101010,1014021,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2514,101010,1127387,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2515,101010,1127387,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2516,101010,1127387,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2517,101010,1307248,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75
2518,101010,1307248,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
2519,101010,1307248,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50
2520,101010,1190675,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2521,101010,1190675,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2522,101010,1190675,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2523,101010,1024925,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
2524,101010,1024925,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
2525,101010,1024925,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75
2526,101010,1970780,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2527,101010,1970780,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2528,101010,1970780,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2529,101010,1198705,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2530,101010,1198705,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
2531,101010,1198705,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2532,101010,1555839,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
2533,101010,1555839,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,, , ,, , ,, , 
2534,101010,1555839,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,, , ,, , ,, , 
2535,101010,1046086,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
2536,101010,1046086,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2537,101010,1046086,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
2538,101010,1503915,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2539,101010,1503915,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2540,101010,1503915,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25
2541,101010,1377562,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2542,101010,1377562,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
2543,101010,1377562,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
2544,101010,1003011,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100
2545,101010,1003011,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100
2546,101010,1003011,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
2547,101010,1530764,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
2548,101010,1530764,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2549,101010,1530764,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2550,101010,1816996,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
2551,101010,1816996,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100
2552,101010,1816996,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100
2553,101010,1158073,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
2554,101010,1158073,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50
2555,101010,1158073,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2556,101010,1579666,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
2557,101010,1579666,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2558,101010,1579666,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
2559,101010,1168847,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2560,101010,1168847,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2561,101010,1168847,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
2562,101010,1150083,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2563,101010,1150083,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75
2564,101010,1150083,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2565,101010,1933884,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
2566,101010,1933884,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
2567,101010,1933884,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75
2568,101010,1713867,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
2569,101010,1713867,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2570,101010,1713867,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2571,101010,1987451,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2572,101010,1987451,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25
2573,101010,1987451,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2574,101010,1400285,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2575,101010,1400285,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2576,101010,1400285,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75
2577,101010,1942169,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
2578,101010,1942169,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
2579,101010,1942169,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2580,101010,1530124,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2581,101010,1530124,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25
2582,101010,1530124,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2583,101010,1890457,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
2584,101010,1890457,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75
2585,101010,1890457,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75
2586,101010,1647743,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
2587,101010,1647743,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
2588,101010,1647743,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100
2589,101010,1390581,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2590,101010,1390581,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50
2591,101010,1390581,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2592,101010,1632173,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
2593,101010,1632173,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
2594,101010,1632173,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100
2595,101010,1266756,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100
2596,101010,1266756,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
2597,101010,1266756,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2598,101010,1485103,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100
2599,101010,1485103,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100
2600,101010,1485103,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100
2601,101010,1330489,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75
2602,101010,1330489,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
2603,101010,1330489,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75
2604,101010,1445755,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100
2605,101010,1445755,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2606,101010,1445755,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75
2607,101010,1682956,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100
2608,101010,1682956,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100
2609,101010,1682956,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
2610,101010,1541351,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2611,101010,1541351,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50
2612,101010,1541351,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2613,101010,1097743,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2614,101010,1097743,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100
2615,101010,1097743,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
2616,101010,1141809,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2617,101010,1141809,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100
2618,101010,1141809,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75
2619,101010,1629771,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100
2620,101010,1629771,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
2621,101010,1629771,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100
2622,101010,1019107,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50
2623,101010,1019107,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50
2624,101010,1019107,Missing,5,6/1/2013,MCAS,MCAS Science,Science,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2625,101010,1688708,Missing,5,4/1/2013,MCAS,MCAS ELA,ELA,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
2626,101010,1688708,Missing,5,5/1/2013,MCAS,MCAS Math,Math,5,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25
